operation,latency,throughput,memory_usage,cpu_usage,data_size_bytes
encryption,0.339110 s,0.069115 KB/s,"{'current': '10.745117 KB', 'peak': '314.540039 KB'}",65.400000 %,24
decryption,2.487998 s,0.339128 KB/s,"{'current': '4.297852 KB', 'peak': '65.505859 KB'}",2.500000 %,864
encryption,0.371024 s,0.063170 KB/s,"{'current': '4.122070 KB', 'peak': '309.881836 KB'}",55.500000 %,24
decryption,2.513839 s,0.335642 KB/s,"{'current': '11.485352 KB', 'peak': '65.505859 KB'}",2.400000 %,864
encryption,0.179912 s,0.130272 KB/s,"{'current': '36.127930 KB', 'peak': '312.319336 KB'}",13.400000 %,24
decryption,2.467967 s,0.050649 KB/s,"{'current': '37.254883 KB', 'peak': '60.700195 KB'}",1.200000 %,128
encryption,0.166227 s,0.140997 KB/s,"{'current': '10.245117 KB', 'peak': '306.178711 KB'}",14.300000 %,24
decryption,2.428948 s,0.051463 KB/s,"{'current': '4.157227 KB', 'peak': '38.732422 KB'}",0.000000 %,128
encryption,0.132518 s,0.176863 KB/s,"{'current': '4.122070 KB', 'peak': '301.523438 KB'}",23.100000 %,24
decryption,2.437632 s,0.051279 KB/s,"{'current': '10.680664 KB', 'peak': '40.958984 KB'}",1.900000 %,128
encryption,0.150797 s,0.155424 KB/s,"{'current': '36.377930 KB', 'peak': '312.904297 KB'}",15.300000 %,24
decryption,2.471155 s,0.084570 KB/s,"{'current': '32.651367 KB', 'peak': '56.011719 KB'}",0.600000 %,214
encryption,0.132853 s,0.176417 KB/s,"{'current': '10.495117 KB', 'peak': '306.512695 KB'}",8.300000 %,24
decryption,2.457924 s,0.085025 KB/s,"{'current': '4.077148 KB', 'peak': '38.986328 KB'}",1.200000 %,214
encryption,0.174653 s,0.134195 KB/s,"{'current': '3.872070 KB', 'peak': '301.359375 KB'}",13.300000 %,24
decryption,2.456625 s,0.085070 KB/s,"{'current': '3.549805 KB', 'peak': '38.736328 KB'}",1.900000 %,214
encryption,0.136415 s,0.171811 KB/s,"{'current': '3.020508 KB', 'peak': '301.359375 KB'}",15.400000 %,24
decryption,2.451265 s,0.085256 KB/s,"{'current': '4.387695 KB', 'peak': '38.728516 KB'}",1.200000 %,214
encryption,0.184732 s,0.126873 KB/s,"{'current': '3.872070 KB', 'peak': '301.358398 KB'}",13.400000 %,24
decryption,2.453875 s,0.085165 KB/s,"{'current': '10.366211 KB', 'peak': '38.982422 KB'}",1.200000 %,214
encryption,0.132039 s,0.177505 KB/s,"{'current': '37.096680 KB', 'peak': '312.419922 KB'}",16.600000 %,24
decryption,2.476617 s,0.100944 KB/s,"{'current': '44.137695 KB', 'peak': '69.533203 KB'}",0.600000 %,256
encryption,0.163022 s,0.143769 KB/s,"{'current': '10.495117 KB', 'peak': '306.302734 KB'}",14.300000 %,24
decryption,2.457498 s,0.101729 KB/s,"{'current': '3.844727 KB', 'peak': '38.736328 KB'}",3.100000 %,256
encryption,0.134514 s,0.174238 KB/s,"{'current': '3.872070 KB', 'peak': '301.398438 KB'}",24.900000 %,24
decryption,2.454032 s,0.101873 KB/s,"{'current': '3.473633 KB', 'peak': '38.736328 KB'}",1.200000 %,256
encryption,0.427001 s,0.292739 KB/s,"{'current': '78.760742 KB', 'peak': '84.265625 KB'}",0.000000 %,128
decryption,2.441114 s,0.051206 KB/s,"{'current': '102.127930 KB', 'peak': '104.544922 KB'}",0.600000 %,128
decryption,2.468139 s,0.050645 KB/s,"{'current': '3.243164 KB', 'peak': '13.389648 KB'}",1.200000 %,128
decryption,2.464843 s,0.050713 KB/s,"{'current': '10.083008 KB', 'peak': '14.507812 KB'}",1.200000 %,128
encryption,0.393311 s,0.317814 KB/s,"{'current': '79.432617 KB', 'peak': '84.703125 KB'}",3.600000 %,128
decryption,2.440834 s,0.051212 KB/s,"{'current': '103.542969 KB', 'peak': '106.014648 KB'}",2.500000 %,128
decryption,2.465830 s,0.050693 KB/s,"{'current': '14.165039 KB', 'peak': '19.071289 KB'}",1.200000 %,128
decryption,2.466014 s,0.050689 KB/s,"{'current': '2.872070 KB', 'peak': '13.389648 KB'}",0.000000 %,128
encryption,0.659042 s,0.317103 KB/s,"{'current': '63.651367 KB', 'peak': '68.941406 KB'}",0.000000 %,214
decryption,2.564227 s,0.081500 KB/s,"{'current': '264.280273 KB', 'peak': '266.685547 KB'}",4.200000 %,214
encryption,0.680063 s,0.307302 KB/s,"{'current': '6.162109 KB', 'peak': '18.285156 KB'}",0.000000 %,214
decryption,2.506754 s,0.083369 KB/s,"{'current': '7.791992 KB', 'peak': '18.416992 KB'}",3.700000 %,214
encryption,0.651769 s,0.320642 KB/s,"{'current': '4.642578 KB', 'peak': '15.582031 KB'}",0.000000 %,214
decryption,2.501681 s,0.083538 KB/s,"{'current': '7.358398 KB', 'peak': '18.213867 KB'}",2.500000 %,214
encryption,0.650258 s,0.321387 KB/s,"{'current': '4.453125 KB', 'peak': '15.769531 KB'}",0.000000 %,214
decryption,2.530548 s,0.082585 KB/s,"{'current': '14.553711 KB', 'peak': '21.865234 KB'}",2.400000 %,214
encryption,0.648769 s,0.322124 KB/s,"{'current': '3.177734 KB', 'peak': '15.519531 KB'}",2.200000 %,214
decryption,2.537787 s,0.082349 KB/s,"{'current': '7.069336 KB', 'peak': '17.760742 KB'}",3.000000 %,214
encryption,0.631738 s,0.330808 KB/s,"{'current': '61.999023 KB', 'peak': '67.265625 KB'}",2.300000 %,214
decryption,2.434029 s,0.085859 KB/s,"{'current': '264.553711 KB', 'peak': '266.974609 KB'}",5.700000 %,214
encryption,0.634930 s,0.329145 KB/s,"{'current': '5.857422 KB', 'peak': '18.347656 KB'}",0.000000 %,214
decryption,2.402663 s,0.086980 KB/s,"{'current': '15.643555 KB', 'peak': '22.978516 KB'}",4.500000 %,214
encryption,0.636046 s,0.328568 KB/s,"{'current': '3.177734 KB', 'peak': '15.519531 KB'}",0.000000 %,214
decryption,2.404182 s,0.086925 KB/s,"{'current': '13.440430 KB', 'peak': '20.380859 KB'}",4.500000 %,214
encryption,0.632839 s,0.330233 KB/s,"{'current': '4.500000 KB', 'peak': '15.519531 KB'}",0.000000 %,214
decryption,2.389540 s,0.087458 KB/s,"{'current': '11.420898 KB', 'peak': '19.569336 KB'}",3.200000 %,214
encryption,0.633177 s,0.330057 KB/s,"{'current': '3.177734 KB', 'peak': '15.519531 KB'}",0.000000 %,214
decryption,2.405065 s,0.086893 KB/s,"{'current': '13.440430 KB', 'peak': '20.384766 KB'}",4.400000 %,214
encryption,0.403856 s,0.309516 KB/s,"{'current': '79.486328 KB', 'peak': '84.756836 KB'}",0.000000 %,128
decryption,2.318229 s,0.053920 KB/s,"{'current': '103.448242 KB', 'peak': '105.919922 KB'}",3.300000 %,128
encryption,0.402023 s,0.310928 KB/s,"{'current': '6.224609 KB', 'peak': '16.976562 KB'}",0.000000 %,128
decryption,2.317131 s,0.053946 KB/s,"{'current': '3.141602 KB', 'peak': '13.889648 KB'}",2.600000 %,128
encryption,0.404303 s,0.309174 KB/s,"{'current': '4.138672 KB', 'peak': '15.164062 KB'}",3.100000 %,128
decryption,2.336854 s,0.053491 KB/s,"{'current': '5.055664 KB', 'peak': '13.889648 KB'}",1.300000 %,128
encryption,0.805337 s,0.310429 KB/s,"{'current': '79.611328 KB', 'peak': '86.213867 KB'}",0.000000 %,256
decryption,2.472494 s,0.101112 KB/s,"{'current': '91.815430 KB', 'peak': '94.271484 KB'}",0.600000 %,256
encryption,0.820944 s,0.304528 KB/s,"{'current': '12.583984 KB', 'peak': '18.956055 KB'}",0.000000 %,256
decryption,2.440833 s,0.102424 KB/s,"{'current': '2.895508 KB', 'peak': '13.389648 KB'}",0.000000 %,256
encryption,0.804736 s,0.310661 KB/s,"{'current': '4.810547 KB', 'peak': '15.664062 KB'}",0.000000 %,256
decryption,2.440043 s,0.102457 KB/s,"{'current': '3.031250 KB', 'peak': '13.389648 KB'}",0.000000 %,256
encryption,0.777376 s,0.321595 KB/s,"{'current': '80.584961 KB', 'peak': '87.484375 KB'}",1.800000 %,256
decryption,2.474617 s,0.101026 KB/s,"{'current': '102.198242 KB', 'peak': '104.740234 KB'}",0.600000 %,256
encryption,0.774185 s,0.322920 KB/s,"{'current': '7.009766 KB', 'peak': '17.226562 KB'}",0.000000 %,256
decryption,2.470295 s,0.101202 KB/s,"{'current': '3.129883 KB', 'peak': '13.389648 KB'}",0.600000 %,256
encryption,0.800088 s,0.312466 KB/s,"{'current': '4.826172 KB', 'peak': '15.414062 KB'}",1.700000 %,256
decryption,2.468842 s,0.101262 KB/s,"{'current': '8.785156 KB', 'peak': '13.389648 KB'}",1.200000 %,256
encryption,0.685350 s,0.304931 KB/s,"{'current': '79.532227 KB', 'peak': '85.371094 KB'}",2.000000 %,214
decryption,2.458382 s,0.085009 KB/s,"{'current': '92.110352 KB', 'peak': '94.541016 KB'}",0.000000 %,214
encryption,0.649736 s,0.321645 KB/s,"{'current': '6.480469 KB', 'peak': '17.144531 KB'}",0.000000 %,214
decryption,2.439096 s,0.085681 KB/s,"{'current': '3.163086 KB', 'peak': '13.389648 KB'}",2.500000 %,214
encryption,0.654154 s,0.319473 KB/s,"{'current': '4.785156 KB', 'peak': '15.332031 KB'}",0.000000 %,214
decryption,2.469081 s,0.084641 KB/s,"{'current': '6.791992 KB', 'peak': '13.389648 KB'}",0.600000 %,214
encryption,0.676076 s,0.309114 KB/s,"{'current': '5.951172 KB', 'peak': '15.332031 KB'}",0.000000 %,214
decryption,2.470104 s,0.084606 KB/s,"{'current': '2.956055 KB', 'peak': '13.389648 KB'}",0.600000 %,214
encryption,0.650295 s,0.321369 KB/s,"{'current': '4.785156 KB', 'peak': '15.582031 KB'}",2.100000 %,214
decryption,2.469075 s,0.084641 KB/s,"{'current': '6.702148 KB', 'peak': '13.389648 KB'}",1.200000 %,214
encryption,0.160015 s,0.250221 KB/s,"{'current': '78.020508 KB', 'peak': '82.166992 KB'}",0.000000 %,41
encryption,0.387231 s,0.060526 KB/s,"{'current': '36.530273 KB', 'peak': '320.859375 KB'}",48.400000 %,24
decryption,2.563580 s,0.015618 KB/s,"{'current': '44.212891 KB', 'peak': '76.824219 KB'}",3.600000 %,41
encryption,0.152124 s,0.263201 KB/s,"{'current': '78.510742 KB', 'peak': '82.657227 KB'}",0.000000 %,41
decryption,2.463856 s,0.016251 KB/s,"{'current': '103.636719 KB', 'peak': '105.968750 KB'}",1.900000 %,41
